País,ISO3,Año,Pob_Total_Millones,Tasa_Urbanización,Esperanza_Vida,Densidad_Poblacional,Tasa_Dependencia_Infantil,Tasa_Dependencia_Vejez,Tasa_Dependencia_Total,Edad_Mediana_Estimada,Pct_0_4,Pct_5_9,Pct_10_14,Pct_15_19,Pct_20_24,Pct_25_29,Pct_30_34,Pct_35_39,Pct_40_44,Pct_45_49,Pct_50_54,Pct_55_59,Pct_60_64,Pct_65_69,Pct_70_mas
El Salvador,SLV,2013,6.36,58.0,74.2,352.6,50.63,,,31.58,7.48,7.85,8.28,8.22,8.04,7.76,7.52,7.18,6.72,6.23,5.8,5.34,4.91,4.51,4.14
El Salvador,SLV,2014,6.38,59.0,74.5,358.8,50.63,,,32.24,7.31,7.68,8.08,8.05,7.89,7.64,7.44,7.16,6.75,6.32,5.93,5.52,5.12,4.74,4.37
El Salvador,SLV,2015,6.4,60.0,74.8,365.0,50.63,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
El Salvador,SLV,2016,6.4,60.0,74.8,365.0,50.63,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
El Salvador,SLV,2017,6.4,60.0,74.8,365.0,50.63,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
El Salvador,SLV,2018,6.4,60.0,74.8,365.0,50.63,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
El Salvador,SLV,2019,6.4,60.0,74.8,365.0,50.63,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
El Salvador,SLV,2020,6.4,60.0,74.8,365.0,50.63,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
El Salvador,SLV,2021,6.4,60.0,74.8,365.0,50.63,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
El Salvador,SLV,2022,6.4,60.0,74.8,365.0,50.63,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
El Salvador,SLV,2023,6.4,60.0,74.8,365.0,50.63,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
El Salvador,SLV,2024,6.53,63.91,75.97,386.82,50.63,0.0,0.0,35.24,6.35,6.69,7.06,7.19,7.21,7.28,7.33,7.34,7.11,6.84,6.54,6.23,5.93,5.62,5.28
El Salvador,SLV,2025,6.55,64.63,76.19,390.89,50.63,0.0,0.0,35.68,6.21,6.55,6.91,7.07,7.12,7.23,7.31,7.36,7.16,6.92,6.63,6.33,6.05,5.75,5.41
El Salvador,SLV,2026,6.57,65.34,76.4,394.96,50.63,0.0,0.0,36.12,6.07,6.4,6.77,6.94,7.02,7.18,7.29,7.39,7.21,6.99,6.72,6.44,6.17,5.88,5.54
El Salvador,SLV,2027,6.59,66.05,76.62,399.03,50.63,0.0,0.0,36.55,5.93,6.26,6.62,6.82,6.92,7.13,7.27,7.41,7.26,7.07,6.81,6.54,6.28,6.01,5.67
El Salvador,SLV,2028,6.61,66.77,76.83,403.1,50.63,0.0,0.0,36.99,5.79,6.11,6.47,6.7,6.83,7.08,7.25,7.44,7.31,7.14,6.9,6.64,6.4,6.13,5.81
El Salvador,SLV,2029,6.63,67.48,77.04,407.17,50.63,0.0,0.0,37.42,5.64,5.97,6.33,6.57,6.73,7.03,7.24,7.46,7.36,7.22,6.99,6.75,6.52,6.26,5.94
El Salvador,SLV,2030,6.66,68.19,77.26,411.24,50.63,0.0,0.0,37.86,5.5,5.83,6.18,6.45,6.63,6.98,7.22,7.48,7.41,7.29,7.08,6.85,6.64,6.39,6.07
