País,ISO3,Año,Pob_Total_Millones,Tasa_Urbanización,Esperanza_Vida,Densidad_Poblacional,Tasa_Dependencia_Infantil,Tasa_Dependencia_Vejez,Tasa_Dependencia_Total,Edad_Mediana_Estimada,Pct_0_4,Pct_5_9,Pct_10_14,Pct_15_19,Pct_20_24,Pct_25_29,Pct_30_34,Pct_35_39,Pct_40_44,Pct_45_49,Pct_50_54,Pct_55_59,Pct_60_64,Pct_65_69,Pct_70_mas
Chile,CHL,2017,18.0,90.0,79.5,23.0,23.81,17.56,41.37,38.1,4.87,5.33,6.71,7.17,7.17,7.17,7.17,7.17,7.08,6.99,6.89,6.8,6.71,6.53,6.25
Chile,CHL,2018,18.0,90.0,79.5,23.0,23.81,17.56,41.37,38.1,4.87,5.33,6.71,7.17,7.17,7.17,7.17,7.17,7.08,6.99,6.89,6.8,6.71,6.53,6.25
Chile,CHL,2019,18.0,90.0,79.5,23.0,23.81,17.56,41.37,38.1,4.87,5.33,6.71,7.17,7.17,7.17,7.17,7.17,7.08,6.99,6.89,6.8,6.71,6.53,6.25
Chile,CHL,2020,18.0,90.0,79.5,23.0,23.81,17.56,41.37,38.1,4.87,5.33,6.71,7.17,7.17,7.17,7.17,7.17,7.08,6.99,6.89,6.8,6.71,6.53,6.25
Chile,CHL,2021,18.0,90.0,79.5,23.0,23.81,17.56,41.37,38.1,4.87,5.33,6.71,7.17,7.17,7.17,7.17,7.17,7.08,6.99,6.89,6.8,6.71,6.53,6.25
Chile,CHL,2022,18.0,90.0,79.5,23.0,23.81,17.56,41.37,38.1,4.87,5.33,6.71,7.17,7.17,7.17,7.17,7.17,7.08,6.99,6.89,6.8,6.71,6.53,6.25
Chile,CHL,2023,18.0,90.0,79.5,23.0,23.81,17.56,41.37,38.1,4.87,5.33,6.71,7.17,7.17,7.17,7.17,7.17,7.08,6.99,6.89,6.8,6.71,6.53,6.25
Chile,CHL,2024,18.73,90.78,80.39,23.78,21.82,18.57,40.39,39.39,4.51,4.97,6.35,6.81,6.93,7.04,7.13,7.23,7.21,7.16,7.08,7.08,7.01,6.87,6.63
Chile,CHL,2025,18.87,90.93,80.54,23.93,21.48,18.77,40.26,39.61,4.45,4.91,6.29,6.75,6.89,7.02,7.13,7.23,7.22,7.19,7.11,7.13,7.06,6.92,6.69
Chile,CHL,2026,19.01,91.07,80.7,24.07,21.15,18.98,40.12,39.83,4.39,4.85,6.23,6.69,6.85,7.0,7.12,7.24,7.24,7.21,7.14,7.18,7.12,6.98,6.76
Chile,CHL,2027,19.15,91.21,80.85,24.21,20.81,19.18,39.99,40.04,4.33,4.79,6.17,6.63,6.81,6.98,7.12,7.25,7.26,7.24,7.18,7.22,7.17,7.04,6.83
Chile,CHL,2028,19.29,91.35,81.01,24.35,20.48,19.38,39.86,40.26,4.26,4.73,6.11,6.57,6.76,6.96,7.11,7.26,7.28,7.27,7.21,7.27,7.22,7.1,6.9
Chile,CHL,2029,19.42,91.5,81.17,24.5,20.14,19.59,39.73,40.48,4.2,4.66,6.05,6.51,6.72,6.94,7.1,7.27,7.3,7.29,7.24,7.32,7.28,7.16,6.97
Chile,CHL,2030,19.56,91.64,81.32,24.64,19.81,19.79,39.59,40.7,4.14,4.6,5.99,6.45,6.68,6.91,7.1,7.28,7.32,7.32,7.27,7.37,7.33,7.21,7.04
