País,ISO3,Año,Pob_Total_Millones,Tasa_Urbanización,Esperanza_Vida,Densidad_Poblacional,Tasa_Dependencia_Infantil,Tasa_Dependencia_Vejez,Tasa_Dependencia_Total,Edad_Mediana_Estimada,Pct_0_4,Pct_5_9,Pct_10_14,Pct_15_19,Pct_20_24,Pct_25_29,Pct_30_34,Pct_35_39,Pct_40_44,Pct_45_49,Pct_50_54,Pct_55_59,Pct_60_64,Pct_65_69,Pct_70_mas
Argentina,ARG,2010,40.5,94.0,76.3,16.0,27.92,12.34,40.26,34.5,5.69,6.14,7.49,8.12,7.94,7.76,7.58,7.31,7.13,6.86,6.5,6.05,5.6,5.14,4.69
Argentina,ARG,2011,41.0,94.2,76.6,16.2,27.5,12.73,40.22,34.8,5.6,6.06,7.41,8.06,7.88,7.72,7.56,7.3,7.14,6.89,6.55,6.11,5.68,5.24,4.79
Argentina,ARG,2012,41.5,94.4,76.9,16.4,27.07,13.11,40.18,35.1,5.52,5.98,7.33,8.0,7.82,7.68,7.53,7.3,7.15,6.92,6.59,6.18,5.76,5.34,4.89
Argentina,ARG,2013,42.0,94.6,77.2,16.6,26.65,13.49,40.14,35.4,5.44,5.89,7.25,7.94,7.76,7.64,7.51,7.29,7.16,6.95,6.64,6.24,5.84,5.44,4.99
Argentina,ARG,2014,42.5,94.8,77.5,16.8,26.23,13.88,40.1,35.7,5.36,5.81,7.18,7.88,7.7,7.59,7.49,7.29,7.18,6.98,6.69,6.3,5.92,5.54,5.09
Argentina,ARG,2015,43.0,95.0,77.8,17.0,25.81,14.26,40.07,36.0,5.28,5.73,7.1,7.83,7.64,7.55,7.46,7.28,7.19,7.01,6.73,6.37,6.01,5.64,5.19
Argentina,ARG,2016,43.0,95.0,77.8,17.0,25.81,14.26,40.07,36.0,5.28,5.73,7.1,7.83,7.64,7.55,7.46,7.28,7.19,7.01,6.73,6.37,6.01,5.64,5.19
Argentina,ARG,2017,43.0,95.0,77.8,17.0,25.81,14.26,40.07,36.0,5.28,5.73,7.1,7.83,7.64,7.55,7.46,7.28,7.19,7.01,6.73,6.37,6.01,5.64,5.19
Argentina,ARG,2018,43.0,95.0,77.8,17.0,25.81,14.26,40.07,36.0,5.28,5.73,7.1,7.83,7.64,7.55,7.46,7.28,7.19,7.01,6.73,6.37,6.01,5.64,5.19
Argentina,ARG,2019,43.0,95.0,77.8,17.0,25.81,14.26,40.07,36.0,5.28,5.73,7.1,7.83,7.64,7.55,7.46,7.28,7.19,7.01,6.73,6.37,6.01,5.64,5.19
Argentina,ARG,2020,43.0,95.0,77.8,17.0,25.81,14.26,40.07,36.0,5.28,5.73,7.1,7.83,7.64,7.55,7.46,7.28,7.19,7.01,6.73,6.37,6.01,5.64,5.19
Argentina,ARG,2021,43.0,95.0,77.8,17.0,25.81,14.26,40.07,36.0,5.28,5.73,7.1,7.83,7.64,7.55,7.46,7.28,7.19,7.01,6.73,6.37,6.01,5.64,5.19
Argentina,ARG,2022,43.0,95.0,77.8,17.0,25.81,14.26,40.07,36.0,5.28,5.73,7.1,7.83,7.64,7.55,7.46,7.28,7.19,7.01,6.73,6.37,6.01,5.64,5.19
Argentina,ARG,2023,43.0,95.0,77.8,17.0,25.81,14.26,40.07,36.0,5.28,5.73,7.1,7.83,7.64,7.55,7.46,7.28,7.19,7.01,6.73,6.37,6.01,5.64,5.19
Argentina,ARG,2024,44.52,95.78,78.73,17.78,23.92,15.08,39.0,37.12,4.93,5.38,6.75,7.57,7.43,7.43,7.42,7.3,7.29,7.2,6.97,6.63,6.28,5.94,5.49
Argentina,ARG,2025,44.81,95.93,78.9,17.93,23.59,15.25,38.84,37.32,4.87,5.32,6.69,7.52,7.4,7.41,7.41,7.3,7.31,7.23,7.01,6.67,6.33,5.99,5.55
Argentina,ARG,2026,45.1,96.07,79.08,18.07,23.26,15.43,38.68,37.52,4.81,5.26,6.63,7.48,7.36,7.39,7.4,7.3,7.32,7.26,7.05,6.72,6.38,6.05,5.6
Argentina,ARG,2027,45.38,96.21,79.25,18.21,22.93,15.6,38.53,37.72,4.75,5.2,6.57,7.43,7.32,7.37,7.39,7.3,7.34,7.29,7.09,6.77,6.42,6.11,5.66
Argentina,ARG,2028,45.67,96.35,79.43,18.35,22.6,15.78,38.37,37.93,4.69,5.13,6.51,7.39,7.28,7.34,7.38,7.3,7.36,7.32,7.13,6.82,6.47,6.17,5.72
Argentina,ARG,2029,45.96,96.5,79.61,18.5,22.27,15.95,38.21,38.13,4.62,5.07,6.45,7.34,7.24,7.32,7.37,7.3,7.37,7.35,7.17,6.86,6.52,6.22,5.78
Argentina,ARG,2030,46.25,96.64,79.78,18.64,21.93,16.13,38.06,38.33,4.56,5.01,6.39,7.3,7.2,7.3,7.36,7.3,7.39,7.39,7.22,6.91,6.57,6.28,5.83
