País,ISO3,Año,Pob_Total_Millones,Tasa_Urbanización,Esperanza_Vida,Densidad_Poblacional,Tasa_Dependencia_Infantil,Tasa_Dependencia_Vejez,Tasa_Dependencia_Total,Edad_Mediana_Estimada,Pct_0_4,Pct_5_9,Pct_10_14,Pct_15_19,Pct_20_24,Pct_25_29,Pct_30_34,Pct_35_39,Pct_40_44,Pct_45_49,Pct_50_54,Pct_55_59,Pct_60_64,Pct_65_69,Pct_70_mas
Honduras,HND,2013,8.47,53.4,72.02,74.0,,,,31.06,7.73,8.06,8.4,8.34,8.12,7.87,7.45,7.05,6.63,6.16,5.77,5.27,4.8,4.36,3.99
Honduras,HND,2014,8.5,54.2,72.26,75.0,,,,31.68,7.54,7.87,8.21,8.18,8.0,7.78,7.4,7.05,6.67,6.27,5.91,5.44,4.97,4.52,4.18
Honduras,HND,2015,8.53,55.0,72.5,76.0,,,,32.3,7.36,7.69,8.01,8.01,7.88,7.69,7.36,7.04,6.71,6.38,6.06,5.6,5.15,4.69,4.36
Honduras,HND,2016,8.53,55.0,72.5,76.0,,,,32.3,7.36,7.69,8.01,8.01,7.88,7.69,7.36,7.04,6.71,6.38,6.06,5.6,5.15,4.69,4.36
Honduras,HND,2017,8.53,55.0,72.5,76.0,,,,32.3,7.36,7.69,8.01,8.01,7.88,7.69,7.36,7.04,6.71,6.38,6.06,5.6,5.15,4.69,4.36
Honduras,HND,2018,8.53,55.0,72.5,76.0,,,,32.3,7.36,7.69,8.01,8.01,7.88,7.69,7.36,7.04,6.71,6.38,6.06,5.6,5.15,4.69,4.36
Honduras,HND,2019,8.53,55.0,72.5,76.0,,,,32.3,7.36,7.69,8.01,8.01,7.88,7.69,7.36,7.04,6.71,6.38,6.06,5.6,5.15,4.69,4.36
Honduras,HND,2020,8.53,55.0,72.5,76.0,,,,32.3,7.36,7.69,8.01,8.01,7.88,7.69,7.36,7.04,6.71,6.38,6.06,5.6,5.15,4.69,4.36
Honduras,HND,2021,8.53,55.0,72.5,76.0,,,,32.3,7.36,7.69,8.01,8.01,7.88,7.69,7.36,7.04,6.71,6.38,6.06,5.6,5.15,4.69,4.36
Honduras,HND,2022,8.53,55.0,72.5,76.0,,,,32.3,7.36,7.69,8.01,8.01,7.88,7.69,7.36,7.04,6.71,6.38,6.06,5.6,5.15,4.69,4.36
Honduras,HND,2023,8.53,55.0,72.5,76.0,,,,32.3,7.36,7.69,8.01,8.01,7.88,7.69,7.36,7.04,6.71,6.38,6.06,5.6,5.15,4.69,4.36
Honduras,HND,2024,9.05,57.57,73.47,80.62,0.0,0.0,0.0,34.61,6.56,6.87,7.16,7.28,7.44,7.53,7.39,7.23,7.03,6.82,6.57,6.12,5.71,5.3,4.99
Honduras,HND,2025,9.13,58.06,73.65,81.44,0.0,0.0,0.0,35.03,6.41,6.72,7.01,7.16,7.36,7.49,7.38,7.25,7.08,6.9,6.66,6.22,5.82,5.42,5.1
Honduras,HND,2026,9.21,58.55,73.83,82.26,0.0,0.0,0.0,35.46,6.27,6.57,6.86,7.03,7.28,7.46,7.38,7.28,7.13,6.98,6.76,6.32,5.93,5.53,5.22
Honduras,HND,2027,9.29,59.04,74.0,83.08,0.0,0.0,0.0,35.89,6.12,6.42,6.71,6.9,7.2,7.42,7.38,7.3,7.19,7.05,6.85,6.41,6.04,5.64,5.34
Honduras,HND,2028,9.37,59.53,74.18,83.91,0.0,0.0,0.0,36.31,5.98,6.28,6.56,6.77,7.12,7.38,7.37,7.33,7.24,7.13,6.95,6.51,6.14,5.76,5.46
Honduras,HND,2029,9.45,60.02,74.36,84.73,0.0,0.0,0.0,36.74,5.84,6.13,6.41,6.64,7.04,7.35,7.37,7.35,7.29,7.21,7.04,6.61,6.25,5.87,5.58
Honduras,HND,2030,9.53,60.51,74.53,85.55,0.0,0.0,0.0,37.16,5.69,5.98,6.26,6.51,6.96,7.31,7.37,7.38,7.34,7.29,7.14,6.71,6.36,5.99,5.69
