País,ISO3,Año,Pob_Total_Millones,Tasa_Urbanización,Esperanza_Vida,Densidad_Poblacional,Tasa_Dependencia_Infantil,Tasa_Dependencia_Vejez,Tasa_Dependencia_Total,Edad_Mediana_Estimada,Pct_0_4,Pct_5_9,Pct_10_14,Pct_15_19,Pct_20_24,Pct_25_29,Pct_30_34,Pct_35_39,Pct_40_44,Pct_45_49,Pct_50_54,Pct_55_59,Pct_60_64,Pct_65_69,Pct_70_mas
México,MEX,2010,112.3,78.0,76.5,58.0,32.22,9.59,41.81,30.3,6.7,7.16,9.46,9.0,8.54,8.54,8.54,8.08,7.16,6.24,5.33,4.5,4.04,3.58,3.12
México,MEX,2011,114.14,78.4,76.7,58.8,31.75,9.87,41.63,30.72,6.55,7.04,9.33,8.87,8.42,8.51,8.51,8.05,7.22,6.31,5.41,4.64,4.17,3.71,3.25
México,MEX,2012,115.98,78.8,76.9,59.6,31.29,10.16,41.45,31.14,6.4,6.93,9.2,8.75,8.29,8.47,8.47,8.02,7.29,6.37,5.5,4.79,4.3,3.84,3.39
México,MEX,2013,117.82,79.2,77.1,60.4,30.82,10.45,41.27,31.56,6.25,6.81,9.08,8.62,8.17,8.44,8.44,7.98,7.35,6.44,5.59,4.93,4.42,3.97,3.52
México,MEX,2014,119.66,79.6,77.3,61.2,30.36,10.74,41.09,31.98,6.09,6.69,8.95,8.5,8.04,8.4,8.4,7.95,7.41,6.51,5.67,5.08,4.55,4.1,3.65
México,MEX,2015,121.5,80.0,77.5,62.0,29.89,11.02,40.91,32.4,5.94,6.57,8.82,8.37,7.92,8.37,8.37,7.92,7.47,6.57,5.76,5.22,4.68,4.23,3.78
México,MEX,2016,121.5,80.0,77.5,62.0,29.89,11.02,40.91,32.4,5.94,6.57,8.82,8.37,7.92,8.37,8.37,7.92,7.47,6.57,5.76,5.22,4.68,4.23,3.78
México,MEX,2017,121.5,80.0,77.5,62.0,29.89,11.02,40.91,32.4,5.94,6.57,8.82,8.37,7.92,8.37,8.37,7.92,7.47,6.57,5.76,5.22,4.68,4.23,3.78
México,MEX,2018,121.5,80.0,77.5,62.0,29.89,11.02,40.91,32.4,5.94,6.57,8.82,8.37,7.92,8.37,8.37,7.92,7.47,6.57,5.76,5.22,4.68,4.23,3.78
México,MEX,2019,121.5,80.0,77.5,62.0,29.89,11.02,40.91,32.4,5.94,6.57,8.82,8.37,7.92,8.37,8.37,7.92,7.47,6.57,5.76,5.22,4.68,4.23,3.78
México,MEX,2020,121.5,80.0,77.5,62.0,29.89,11.02,40.91,32.4,5.94,6.57,8.82,8.37,7.92,8.37,8.37,7.92,7.47,6.57,5.76,5.22,4.68,4.23,3.78
México,MEX,2021,121.5,80.0,77.5,62.0,29.89,11.02,40.91,32.4,5.94,6.57,8.82,8.37,7.92,8.37,8.37,7.92,7.47,6.57,5.76,5.22,4.68,4.23,3.78
México,MEX,2022,121.5,80.0,77.5,62.0,29.89,11.02,40.91,32.4,5.94,6.57,8.82,8.37,7.92,8.37,8.37,7.92,7.47,6.57,5.76,5.22,4.68,4.23,3.78
México,MEX,2023,121.5,80.0,77.5,62.0,29.89,11.02,40.91,32.4,5.94,6.57,8.82,8.37,7.92,8.37,8.37,7.92,7.47,6.57,5.76,5.22,4.68,4.23,3.78
México,MEX,2024,127.29,82.47,78.28,64.78,24.39,12.73,37.12,34.74,5.14,5.81,7.75,7.47,7.3,8.22,8.59,8.25,7.89,7.0,6.23,5.8,5.27,4.85,4.4
México,MEX,2025,128.38,82.9,78.42,65.29,23.53,13.01,36.54,35.13,5.01,5.68,7.58,7.33,7.2,8.2,8.62,8.29,7.96,7.07,6.31,5.9,5.38,4.96,4.51
México,MEX,2026,129.46,83.32,78.56,65.81,22.67,13.3,35.97,35.53,4.87,5.56,7.41,7.19,7.09,8.17,8.64,8.33,8.02,7.14,6.39,6.0,5.48,5.07,4.61
México,MEX,2027,130.55,83.74,78.7,66.33,21.81,13.59,35.4,35.92,4.74,5.43,7.24,7.04,6.99,8.15,8.67,8.37,8.09,7.21,6.46,6.11,5.58,5.18,4.72
México,MEX,2028,131.64,84.16,78.84,66.84,20.95,13.88,34.83,36.31,4.6,5.3,7.06,6.9,6.88,8.12,8.7,8.42,8.16,7.28,6.54,6.21,5.68,5.29,4.83
México,MEX,2029,132.72,84.58,78.98,67.36,20.09,14.16,34.26,36.71,4.47,5.18,6.89,6.75,6.78,8.1,8.73,8.46,8.22,7.35,6.62,6.31,5.79,5.4,4.94
México,MEX,2030,133.81,85.0,79.12,67.87,19.23,14.45,33.68,37.1,4.33,5.05,6.72,6.61,6.68,8.07,8.75,8.5,8.29,7.42,6.7,6.41,5.89,5.51,5.04
