País,ISO3,Año,Pob_Total_Millones,Tasa_Urbanización,Esperanza_Vida,Densidad_Poblacional,Tasa_Dependencia_Infantil,Tasa_Dependencia_Vejez,Tasa_Dependencia_Total,Edad_Mediana_Estimada,Pct_0_4,Pct_5_9,Pct_10_14,Pct_15_19,Pct_20_24,Pct_25_29,Pct_30_34,Pct_35_39,Pct_40_44,Pct_45_49,Pct_50_54,Pct_55_59,Pct_60_64,Pct_65_69,Pct_70_mas
Colombia,COL,2014,48.84,81.4,75.76,48.4,29.44,12.36,41.79,34.0,5.91,6.5,7.76,8.05,7.87,7.83,7.59,7.37,7.1,6.74,6.31,5.87,5.45,5.04,4.63
Colombia,COL,2015,49.1,82.0,76.0,49.0,28.46,12.73,41.19,34.5,5.76,6.33,7.54,7.95,7.79,7.79,7.54,7.38,7.14,6.81,6.41,6.0,5.6,5.19,4.79
Colombia,COL,2016,49.1,82.0,76.0,49.0,28.46,12.73,41.19,34.5,5.76,6.33,7.54,7.95,7.79,7.79,7.54,7.38,7.14,6.81,6.41,6.0,5.6,5.19,4.79
Colombia,COL,2017,49.1,82.0,76.0,49.0,28.46,12.73,41.19,34.5,5.76,6.33,7.54,7.95,7.79,7.79,7.54,7.38,7.14,6.81,6.41,6.0,5.6,5.19,4.79
Colombia,COL,2018,49.1,82.0,76.0,49.0,28.46,12.73,41.19,34.5,5.76,6.33,7.54,7.95,7.79,7.79,7.54,7.38,7.14,6.81,6.41,6.0,5.6,5.19,4.79
Colombia,COL,2019,49.1,82.0,76.0,49.0,28.46,12.73,41.19,34.5,5.76,6.33,7.54,7.95,7.79,7.79,7.54,7.38,7.14,6.81,6.41,6.0,5.6,5.19,4.79
Colombia,COL,2020,49.1,82.0,76.0,49.0,28.46,12.73,41.19,34.5,5.76,6.33,7.54,7.95,7.79,7.79,7.54,7.38,7.14,6.81,6.41,6.0,5.6,5.19,4.79
Colombia,COL,2021,49.1,82.0,76.0,49.0,28.46,12.73,41.19,34.5,5.76,6.33,7.54,7.95,7.79,7.79,7.54,7.38,7.14,6.81,6.41,6.0,5.6,5.19,4.79
Colombia,COL,2022,49.1,82.0,76.0,49.0,28.46,12.73,41.19,34.5,5.76,6.33,7.54,7.95,7.79,7.79,7.54,7.38,7.14,6.81,6.41,6.0,5.6,5.19,4.79
Colombia,COL,2023,49.1,82.0,76.0,49.0,28.46,12.73,41.19,34.5,5.76,6.33,7.54,7.95,7.79,7.79,7.54,7.38,7.14,6.81,6.41,6.0,5.6,5.19,4.79
Colombia,COL,2024,51.16,83.79,76.93,51.55,24.38,13.9,38.28,36.58,5.02,5.62,6.81,7.45,7.38,7.61,7.52,7.53,7.41,7.18,6.84,6.5,6.1,5.72,5.33
Colombia,COL,2025,51.49,84.14,77.1,52.01,23.64,14.12,37.76,36.95,4.89,5.49,6.67,7.36,7.31,7.58,7.51,7.56,7.46,7.25,6.92,6.59,6.2,5.82,5.44
Colombia,COL,2026,51.82,84.48,77.27,52.46,22.9,14.34,37.25,37.33,4.76,5.36,6.53,7.27,7.24,7.54,7.5,7.58,7.5,7.31,7.0,6.68,6.29,5.92,5.54
Colombia,COL,2027,52.15,84.83,77.44,52.92,22.16,14.57,36.73,37.7,4.63,5.23,6.39,7.18,7.17,7.51,7.49,7.6,7.55,7.38,7.08,6.77,6.39,6.02,5.64
Colombia,COL,2028,52.48,85.18,77.6,53.37,21.43,14.79,36.22,38.08,4.5,5.1,6.26,7.1,7.09,7.48,7.48,7.62,7.59,7.44,7.16,6.86,6.48,6.12,5.74
Colombia,COL,2029,52.81,85.52,77.77,53.83,20.69,15.01,35.7,38.46,4.37,4.97,6.12,7.01,7.02,7.44,7.47,7.65,7.64,7.51,7.24,6.95,6.58,6.22,5.84
Colombia,COL,2030,53.14,85.87,77.94,54.28,19.95,15.24,35.19,38.83,4.24,4.85,5.98,6.92,6.95,7.41,7.46,7.67,7.68,7.57,7.31,7.05,6.67,6.31,5.95
