País,ISO3,Año,Pob_Total_Millones,Tasa_Urbanización,Esperanza_Vida,Densidad_Poblacional,Tasa_Dependencia_Infantil,Tasa_Dependencia_Vejez,Tasa_Dependencia_Total,Edad_Mediana_Estimada,Pct_0_4,Pct_5_9,Pct_10_14,Pct_15_19,Pct_20_24,Pct_25_29,Pct_30_34,Pct_35_39,Pct_40_44,Pct_45_49,Pct_50_54,Pct_55_59,Pct_60_64,Pct_65_69,Pct_70_mas
Ecuador,ECU,2021,16.2,68.0,77.0,60.0,29.76,12.81,42.57,34.1,6.19,6.72,7.72,7.87,7.72,7.64,7.49,7.33,7.1,6.8,6.42,5.88,5.42,5.04,4.66
Ecuador,ECU,2022,16.2,68.0,77.0,60.0,29.76,12.81,42.57,34.1,6.19,6.72,7.72,7.87,7.72,7.64,7.49,7.33,7.1,6.8,6.42,5.88,5.42,5.04,4.66
Ecuador,ECU,2023,16.2,68.0,77.0,60.0,29.76,12.81,42.57,34.1,6.19,6.72,7.72,7.87,7.72,7.64,7.49,7.33,7.1,6.8,6.42,5.88,5.42,5.04,4.66
Ecuador,ECU,2024,17.05,69.57,78.04,63.13,25.03,13.21,42.22,36.54,5.3,5.85,6.88,7.2,7.24,7.4,7.52,7.57,7.48,7.26,6.94,6.43,5.96,5.66,5.3
Ecuador,ECU,2025,17.21,69.85,78.22,63.7,24.25,13.32,42.12,36.97,5.15,5.7,6.73,7.09,7.16,7.35,7.51,7.6,7.54,7.34,7.04,6.53,6.06,5.77,5.42
Ecuador,ECU,2026,17.37,70.14,78.41,64.27,23.47,13.42,42.02,37.41,5.0,5.55,6.59,6.98,7.08,7.3,7.51,7.63,7.6,7.42,7.13,6.63,6.17,5.89,5.54
Ecuador,ECU,2027,17.53,70.42,78.59,64.84,22.69,13.53,41.93,37.85,4.85,5.39,6.44,6.87,6.99,7.25,7.5,7.66,7.66,7.5,7.23,6.73,6.27,6.01,5.66
Ecuador,ECU,2028,17.68,70.71,78.77,65.41,21.91,13.64,41.83,38.29,4.69,5.24,6.29,6.75,6.91,7.21,7.49,7.69,7.72,7.58,7.32,6.83,6.37,6.12,5.78
Ecuador,ECU,2029,17.84,70.99,78.96,65.98,21.13,13.75,41.74,38.73,4.54,5.08,6.14,6.64,6.83,7.16,7.49,7.72,7.78,7.66,7.42,6.93,6.47,6.24,5.9
Ecuador,ECU,2030,18.0,71.28,79.14,66.55,20.35,13.86,41.64,39.17,4.39,4.93,6.0,6.53,6.74,7.11,7.48,7.75,7.84,7.74,7.51,7.03,6.58,6.36,6.02
