País,ISO3,Año,Pob_Total_Millones,Tasa_Urbanización,Esperanza_Vida,Densidad_Poblacional,Tasa_Dependencia_Infantil,Tasa_Dependencia_Vejez,Tasa_Dependencia_Total,Edad_Mediana_Estimada,Pct_0_4,Pct_5_9,Pct_10_14,Pct_15_19,Pct_20_24,Pct_25_29,Pct_30_34,Pct_35_39,Pct_40_44,Pct_45_49,Pct_50_54,Pct_55_59,Pct_60_64,Pct_65_69,Pct_70_mas
Brasil,BRA,2018,207.8,90.0,76.8,25.0,31.38,7.04,48.66,33.2,6.15,6.61,8.19,8.01,7.73,8.01,8.19,7.91,7.45,6.89,6.24,5.49,4.93,4.38,3.82
Brasil,BRA,2019,207.8,90.0,76.8,25.0,31.38,7.04,48.66,33.2,6.15,6.61,8.19,8.01,7.73,8.01,8.19,7.91,7.45,6.89,6.24,5.49,4.93,4.38,3.82
Brasil,BRA,2020,207.8,90.0,76.8,25.0,31.38,7.04,48.66,33.2,6.15,6.61,8.19,8.01,7.73,8.01,8.19,7.91,7.45,6.89,6.24,5.49,4.93,4.38,3.82
Brasil,BRA,2021,207.8,90.0,76.8,25.0,31.38,7.04,48.66,33.2,6.15,6.61,8.19,8.01,7.73,8.01,8.19,7.91,7.45,6.89,6.24,5.49,4.93,4.38,3.82
Brasil,BRA,2022,207.8,90.0,76.8,25.0,31.38,7.04,48.66,33.2,6.15,6.61,8.19,8.01,7.73,8.01,8.19,7.91,7.45,6.89,6.24,5.49,4.93,4.38,3.82
Brasil,BRA,2023,207.8,90.0,76.8,25.0,31.38,7.04,48.66,33.2,6.15,6.61,8.19,8.01,7.73,8.01,8.19,7.91,7.45,6.89,6.24,5.49,4.93,4.38,3.82
Brasil,BRA,2024,216.33,92.35,77.77,25.78,26.4,7.34,47.16,35.47,5.31,5.75,7.36,7.3,7.24,7.85,8.35,8.26,7.9,7.34,6.7,5.95,5.46,4.91,4.33
Brasil,BRA,2025,218.0,92.78,77.96,25.93,25.58,7.38,46.96,35.87,5.17,5.6,7.22,7.17,7.14,7.82,8.37,8.31,7.97,7.42,6.79,6.03,5.55,5.01,4.42
Brasil,BRA,2026,219.67,93.2,78.15,26.07,24.77,7.42,46.77,36.28,5.02,5.46,7.07,7.05,7.05,7.78,8.39,8.36,8.05,7.51,6.88,6.12,5.64,5.11,4.51
Brasil,BRA,2027,221.34,93.63,78.34,26.21,23.95,7.46,46.58,36.68,4.88,5.31,6.93,6.92,6.95,7.75,8.41,8.42,8.12,7.59,6.96,6.2,5.74,5.21,4.6
Brasil,BRA,2028,223.01,94.06,78.54,26.35,23.14,7.5,46.38,37.08,4.73,5.16,6.79,6.8,6.86,7.72,8.44,8.47,8.2,7.68,7.05,6.28,5.83,5.3,4.69
Brasil,BRA,2029,224.68,94.49,78.73,26.5,22.32,7.54,46.19,37.49,4.59,5.01,6.65,6.67,6.76,7.69,8.46,8.52,8.27,7.76,7.14,6.37,5.92,5.4,4.78
Brasil,BRA,2030,226.35,94.91,78.92,26.64,21.51,7.58,46.0,37.89,4.44,4.86,6.5,6.55,6.67,7.65,8.48,8.58,8.35,7.85,7.23,6.45,6.02,5.5,4.87
