País,ISO3,Año,Pob_Total_Millones,Tasa_Urbanización,Esperanza_Vida,Densidad_Poblacional,Tasa_Dependencia_Infantil,Tasa_Dependencia_Vejez,Tasa_Dependencia_Total,Edad_Mediana_Estimada,Pct_0_4,Pct_5_9,Pct_10_14,Pct_15_19,Pct_20_24,Pct_25_29,Pct_30_34,Pct_35_39,Pct_40_44,Pct_45_49,Pct_50_54,Pct_55_59,Pct_60_64,Pct_65_69,Pct_70_mas
República Dominicana,DOM,2013,10.11,68.4,73.9,226.0,,,,31.82,7.45,7.82,8.19,8.13,7.95,7.76,7.52,7.14,6.71,6.24,5.84,5.38,5.0,4.63,4.26
República Dominicana,DOM,2014,10.23,69.2,74.2,228.0,,,,32.36,7.3,7.67,8.03,8.0,7.84,7.63,7.44,7.14,6.74,6.33,5.95,5.53,5.16,4.8,4.43
República Dominicana,DOM,2015,10.35,70.0,74.5,230.0,,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
República Dominicana,DOM,2016,10.35,70.0,74.5,230.0,,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
República Dominicana,DOM,2017,10.35,70.0,74.5,230.0,,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
República Dominicana,DOM,2018,10.35,70.0,74.5,230.0,,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
República Dominicana,DOM,2019,10.35,70.0,74.5,230.0,,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
República Dominicana,DOM,2020,10.35,70.0,74.5,230.0,,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
República Dominicana,DOM,2021,10.35,70.0,74.5,230.0,,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
República Dominicana,DOM,2022,10.35,70.0,74.5,230.0,,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
República Dominicana,DOM,2023,10.35,70.0,74.5,230.0,,,,32.9,7.15,7.51,7.88,7.88,7.73,7.51,7.37,7.15,6.78,6.42,6.05,5.69,5.32,4.96,4.6
República Dominicana,DOM,2024,10.83,72.57,75.67,237.83,0.0,0.0,0.0,34.89,6.49,6.83,7.18,7.31,7.34,7.31,7.42,7.36,7.05,6.77,6.44,6.15,5.79,5.45,5.11
República Dominicana,DOM,2025,10.91,73.06,75.89,239.25,0.0,0.0,0.0,35.26,6.37,6.71,7.06,7.21,7.26,7.27,7.41,7.39,7.09,6.83,6.52,6.24,5.88,5.55,5.21
República Dominicana,DOM,2026,11.0,73.55,76.1,240.68,0.0,0.0,0.0,35.62,6.25,6.59,6.94,7.11,7.19,7.22,7.41,7.43,7.14,6.89,6.59,6.32,5.97,5.64,5.3
República Dominicana,DOM,2027,11.08,74.04,76.32,242.1,0.0,0.0,0.0,35.99,6.14,6.47,6.81,7.01,7.12,7.17,7.4,7.46,7.18,6.95,6.66,6.41,6.07,5.74,5.4
República Dominicana,DOM,2028,11.17,74.53,76.53,243.53,0.0,0.0,0.0,36.36,6.02,6.35,6.69,6.91,7.04,7.13,7.4,7.49,7.23,7.02,6.73,6.5,6.16,5.83,5.5
República Dominicana,DOM,2029,11.26,75.02,76.74,244.96,0.0,0.0,0.0,36.72,5.9,6.23,6.57,6.82,6.97,7.08,7.39,7.52,7.27,7.08,6.81,6.59,6.25,5.92,5.6
República Dominicana,DOM,2030,11.34,75.51,76.96,246.38,0.0,0.0,0.0,37.09,5.78,6.11,6.45,6.72,6.9,7.03,7.39,7.55,7.31,7.14,6.88,6.68,6.34,6.02,5.69
