País,ISO3,Año,Pob_Total_Millones,Tasa_Urbanización,Esperanza_Vida,Densidad_Poblacional,Tasa_Dependencia_Infantil,Tasa_Dependencia_Vejez,Tasa_Dependencia_Total,Edad_Mediana_Estimada,Pct_0_4,Pct_5_9,Pct_10_14,Pct_15_19,Pct_20_24,Pct_25_29,Pct_30_34,Pct_35_39,Pct_40_44,Pct_45_49,Pct_50_54,Pct_55_59,Pct_60_64,Pct_65_69,Pct_70_mas
Costa Rica,CRI,2016,4.81,82.0,80.0,99.0,32.32,,,38.4,4.95,5.35,6.53,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.0,6.92,6.76,6.68,6.29
Costa Rica,CRI,2017,4.81,82.0,80.0,99.0,32.32,,,38.4,4.95,5.35,6.53,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.0,6.92,6.76,6.68,6.29
Costa Rica,CRI,2018,4.81,82.0,80.0,99.0,32.32,,,38.4,4.95,5.35,6.53,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.0,6.92,6.76,6.68,6.29
Costa Rica,CRI,2019,4.81,82.0,80.0,99.0,32.32,,,38.4,4.95,5.35,6.53,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.0,6.92,6.76,6.68,6.29
Costa Rica,CRI,2020,4.81,82.0,80.0,99.0,32.32,,,38.4,4.95,5.35,6.53,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.0,6.92,6.76,6.68,6.29
Costa Rica,CRI,2021,4.81,82.0,80.0,99.0,32.32,,,38.4,4.95,5.35,6.53,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.0,6.92,6.76,6.68,6.29
Costa Rica,CRI,2022,4.81,82.0,80.0,99.0,32.32,,,38.4,4.95,5.35,6.53,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.0,6.92,6.76,6.68,6.29
Costa Rica,CRI,2023,4.81,82.0,80.0,99.0,32.32,,,38.4,4.95,5.35,6.53,7.08,7.08,7.08,7.08,7.08,7.08,7.08,7.0,6.92,6.76,6.68,6.29
Costa Rica,CRI,2024,5.06,82.99,80.78,103.9,32.32,0.0,0.0,39.76,4.58,4.98,6.14,6.72,6.83,6.93,7.03,7.13,7.21,7.27,7.23,7.23,7.07,7.04,6.65
Costa Rica,CRI,2025,5.11,83.16,80.91,104.78,32.32,0.0,0.0,40.0,4.51,4.91,6.07,6.66,6.79,6.91,7.02,7.14,7.23,7.3,7.27,7.28,7.12,7.1,6.72
Costa Rica,CRI,2026,5.15,83.33,81.04,105.67,32.32,0.0,0.0,40.24,4.45,4.84,6.0,6.6,6.74,6.88,7.01,7.15,7.26,7.34,7.31,7.34,7.18,7.17,6.78
Costa Rica,CRI,2027,5.2,83.5,81.17,106.55,32.32,0.0,0.0,40.49,4.38,4.77,5.94,6.54,6.7,6.85,7.0,7.16,7.28,7.37,7.35,7.39,7.23,7.23,6.85
Costa Rica,CRI,2028,5.24,83.67,81.31,107.43,32.32,0.0,0.0,40.73,4.31,4.71,5.87,6.48,6.65,6.83,6.99,7.16,7.3,7.41,7.39,7.45,7.29,7.3,6.91
Costa Rica,CRI,2029,5.29,83.83,81.44,108.31,32.32,0.0,0.0,40.97,4.24,4.64,5.8,6.42,6.61,6.8,6.98,7.17,7.32,7.44,7.43,7.5,7.34,7.36,6.98
Costa Rica,CRI,2030,5.34,84.0,81.57,109.2,32.32,0.0,0.0,41.21,4.18,4.57,5.73,6.36,6.56,6.78,6.97,7.18,7.35,7.47,7.48,7.56,7.4,7.42,7.04
